Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Category
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1977,14.8209644818935,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1978,58.234,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1978,14934126.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1978,95.5679321289062,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1978,6.91249354626197,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1978,5303735110.55151,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1978,16.9317824582842,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1979,58.691,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1979,15460666.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1979,115.58464050293,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1979,7.61522604591983,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1979,6234391113.46434,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1979,7.97935261848786,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1980,59.175,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1980,16018459.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1980,117.302932739258,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1980,5.5919762059677,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1980,7265315820.20777,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1980,13.8581814562484,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1981,59.562,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1981,16601507.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1981,115.051246643066,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1981,3.77354419402822,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1981,6854491705.88377,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1981,11.6030534351142,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1982,59.904,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1982,17206175.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1982,117.921989440918,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1982,1.50647825757706,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1982,6431579356.95926,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1982,20.6667146662827,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1983,60.342,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1983,17846374.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1983,118.230651855469,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1983,1.3090502411486,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1983,5979198313.76093,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1983,11.3977827368523,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1984,60.611,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1984,18514906.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1984,114.483093261719,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1984,1.75521697703473,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1984,6191437070.18411,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1984,10.284098213138,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1985,60.856,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1985,19201768.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1985,109.841903686523,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1985,4.30056181879613,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1985,6135034213.78998,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1985,13.0065664218827,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1986,60.818,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1986,19901646.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1986,109.913497924805,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1986,7.17755539065963,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1986,7239126568.14092,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1986,2.53427598892888,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1987,60.721,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1987,20616096.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1987,109.734260559082,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1987,5.93710744420895,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1987,7970820369.2949,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1987,8.63767318980084,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1988,60.32,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1988,21356219.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1988,108.00080871582,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1988,6.20318382314591,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1988,8355380879.12955,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1988,12.2649630481582,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1989,59.99,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1989,22118434.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1989,108.858200073242,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,4.69034876792047,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1989,8283114514.17081,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1989,13.7893172763883,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,58.334,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1990,22892651.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1990,105.313667297363,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1990,0.0,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,4.19205097155167,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1990,8572359038.16958,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1990,17.78181442992,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,57.826,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1991,23646514.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1991,103.02709197998,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,1.43834679171559,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1991,8151488783.19064,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1991,20.0844955754632,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,57.095,Health
Kenya,KEN,"Population, total",SP.POP.TOTL,1992,24382460.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1992,101.50138092041,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1992,-0.799493958641349,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1992,8209120763.04955,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1992,27.3323644475784,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1993,56.668,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1993,10.9,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,1993,25117188.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1993,100.392936706543,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1993,0.353197256227247,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1993,5751786642.55871,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1993,45.9788813036218,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1994,56.101,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1994,3.47343683242798,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,1994,25857130.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1994,96.3266296386719,Education
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1994,2.632784517837,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1994,7148148564.04239,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1994,28.8143894306731,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1995,55.856,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1995,5.42734336853027,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,1995,26601751.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1995,93.3242416381836,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1995,0.000727,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1995,4.40621652482287,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1995,9046320255.40507,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1995,1.55432816055009,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1996,55.575,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1996,7.37853050231934,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,1996,27344211.0,Population
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1996,0.00884,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1996,4.14683926876013,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1996,12045865396.1323,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1996,8.86408741577522,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1997,55.478,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1997,9.32631778717041,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,1997,28101768.0,Population
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1997,0.0344,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1997,0.474901921293579,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1997,13115764358.2846,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1997,11.3618450505783,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1998,55.568,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1998,14.5,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,1998,28888057.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1998,92.9180221557617,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1998,0.0503,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1998,3.29021372249065,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1998,14093998843.7334,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1998,6.72243650753928,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1999,55.866,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1999,13.2088918685913,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,1999,29733408.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1999,90.6962814331055,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1999,0.114,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,2.30538859522412,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1999,12896010459.3711,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1999,5.74200109520484,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,56.084,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2000,15.2,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2000,30642890.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2000,94.2572402954102,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2000,0.318059713612037,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,0.599695390807426,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2000,12705350097.8044,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2000,9.98002515350979,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,56.501,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001,17.0,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2001,31619170.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2001,95.1509170532227,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2001,0.619782266151425,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,3.77990649795343,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2001,12986007425.8781,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2001,5.73859814341467,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,56.759,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,18.9,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2002,32629808.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,89.2491912841797,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2002,1.20777388492125,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,0.546859530175595,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2002,13147736898.5176,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2002,1.96130821739162,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2003,57.369,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2003,16.0,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2003,33652223.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,103.90389251709,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2003,2.94190286101524,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,2.93247554570904,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2003,14904517649.8476,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2003,9.81569062979654,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2004,57.947,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2004,22.6,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2004,34713455.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,103.729431152344,Education
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2004,3.0235280420962,Technology
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,5.10429977629738,Economy
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2004,16095337093.8366,Economy
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2004,11.6240355442426,Economy
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,58.51,Health
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2005,24.5,Infrastructure
Kenya,KEN,"Population, total",SP.POP.TOTL,2005,35796484.0,Population
Kenya,KEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,103.62956237793,Education
